Episod,Title,Day,Month,Year,Rate,link
232,Garera Company! Soukan Ichiban Dock,15,5,2005,7.7,https://www.imdb.com//title/tt1017177
233,Kaizoku Yuukai Jiken to Shi o Matsu Dake no Kaizokusen,22,5,2005,7.9,https://www.imdb.com//title/tt1017184
234,Nakama Kyuushutsu! Harikomi Franky House,5,6,2005,9.1,https://www.imdb.com//title/tt1021874
235,Gekka no Oogenka! Kanashimi ni Hirugaeru Kaizokuki!,12,6,2005,9.4,https://www.imdb.com//title/tt1021873
236,Luffy VS Usopp! Butsukaru Otoko no Iji,19,6,2005,9.5,https://www.imdb.com//title/tt1023407
237,Genkishin Mizu no Toshi! Nerawareta Iceberg,3,7,2005,7.7,https://www.imdb.com//title/tt1023409
238,Gomu Gomu Ningen VS Ka o Fuku Cyborg,10,7,2005,8.0,https://www.imdb.com//title/tt1023408
239,Hannin wa Mugiwara Kaizukudan? Mizu no Toshi Youjinbou,31,7,2005,7.8,https://www.imdb.com//title/tt1023410
240,Eien no Wakare? Yamo o Hiku Onna Nico Robin,7,8,2005,8.0,https://www.imdb.com//title/tt1026049
241,Robin o Tsukamaero! Mugiwara Ichimi no Ketsui,14,8,2005,7.6,https://www.imdb.com//title/tt1026051
242,Aizu wa Hougeki to Tomoni! Ugokidashita CP9,21,8,2005,8.1,https://www.imdb.com//title/tt1026054
243,Kamen o Totta CP9! Sono Odoroki no Sugao,4,9,2005,9.1,https://www.imdb.com//title/tt1026050
244,Himeta Kizuna! Iceberg to Franky,11,9,2005,8.9,https://www.imdb.com//title/tt1026053
245,Kaete Koi Robin! CP9 to no Taiketsu!,18,9,2005,8.5,https://www.imdb.com//title/tt1026052
246,Mugiwara Kaizoku Dan Zenmetsu? Model Leopard no Kyoui,23,10,2005,7.9,https://www.imdb.com//title/tt1030259
247,Fune kara mo Aisareta Otoko! Usopp no Namida!,30,10,2005,8.1,https://www.imdb.com//title/tt1030265
248,Franky no Kako! Umi ressha ga Hashitta Hi,6,11,2005,8.1,https://www.imdb.com//title/tt1030260
249,Spandum no Inbou! Umi Ressha ga Yureta Hi,13,11,2005,8.2,https://www.imdb.com//title/tt1030263
250,Densetsu no Otoko no Saigo! Umi Ressha ga Naita Hi,20,11,2005,8.9,https://www.imdb.com//title/tt1030264
251,Uragiri no Shinsou! Robin no Kanashiki Ketsui!,20,11,2005,8.9,https://www.imdb.com//title/tt1030268
252,Nakama o Hikihanasu Kiteki! Hashiridasu Umi Ressha,4,12,2005,7.9,https://www.imdb.com//title/tt1030267
253,Sanji Totsunyuu! Arashi no Naka no Umiressha Battle!,11,12,2005,7.8,https://www.imdb.com//title/tt1030262
254,Nami Tamashii no Sakebi! Mugiwara no Luffy Fukkatsu!,22,1,2006,8.0,https://www.imdb.com//title/tt1030266
255,Mou Hitotsu no Umi Ressha! Rocketman Shutsugeki,29,1,2006,7.9,https://www.imdb.com//title/tt1030258
256,Nakama o Sukue! Tekidoushi ga Musunda Chikai no Kizuna!,5,2,2006,7.8,https://www.imdb.com//title/tt1030261
257,Nami o Kudake! Luffy to Zoro no Saikyou Combo,26,2,2006,8.0,https://www.imdb.com//title/tt1034343
258,Nazo no Otoko Toujou!? Sono Na wa Sogeking!,5,3,2006,8.0,https://www.imdb.com//title/tt1036268
259,Kokku Taiketsu! Sanji vs Ramen Kenpou,12,3,2006,7.3,https://www.imdb.com//title/tt1036269
260,Yane no Ue no Kettou! Franky VS Nero,19,3,2006,7.7,https://www.imdb.com//title/tt1036271
261,Gekitotsu! Onigiri Zoro VS Funekiri T-Bone,2,4,2006,7.9,https://www.imdb.com//title/tt1036270
262,Robin Soudatsusen! Sogeking no Kisaku!!,16,4,2006,8.3,https://www.imdb.com//title/tt1037203
263,Shihou no shima! Enies Lobby!,30,4,2006,7.9,https://www.imdb.com//title/tt1038853
264,Jouriku Sakusen Shidou! Mugiwara Ichimi Totsunyuu Seyo!,21,5,2006,8.0,https://www.imdb.com//title/tt1038852
265,Luffy Kaishingeki! Shihou no Shima de Daikessen!!,4,6,2006,7.8,https://www.imdb.com//title/tt1043240
266,Kyojinzoku to no Koubou! Daini no Tobira o Akero!,11,6,2006,7.8,https://www.imdb.com//title/tt1043239
267,Katsuro o Hirake! Sora o Tobu Rocketman!,18,6,2006,7.9,https://www.imdb.com//title/tt1043241
268,Luffy ni Oitsuke! Mugiwara Ichimi Souryokusen,25,6,2006,7.9,https://www.imdb.com//title/tt1043764
269,Uragirareta Robin! Sekai Seifu no Omowaku!,25,6,2006,8.0,https://www.imdb.com//title/tt1043779
270,Robin o Kaese! Luffy VS Blueno!,2,7,2006,8.6,https://www.imdb.com//title/tt1043766
271,Tachidomaru na! Hangeki no Noroshi o Agero!,9,7,2006,8.1,https://www.imdb.com//title/tt1043765
272,Luffy Mokuzen! Saibansho Mae hiroba e Shuuketsu Seyo,23,7,2006,8.3,https://www.imdb.com//title/tt1043767
273,Subete wa Nakama o Mamoru Tame ni! Gear Second Hatsudou,30,7,2006,9.2,https://www.imdb.com//title/tt1044628
274,Kotaero Robin! Mugiwara Ichimi no Sakebi!!,6,8,2006,9.4,https://www.imdb.com//title/tt1044629
275,Robin no Kako! Akuma to Yobareta Shoujo!,13,8,2006,9.0,https://www.imdb.com//title/tt1044631
276,Shukumei no Oyako! Sono Haha no Na wa Orubia!,10,9,2006,9.0,https://www.imdb.com//title/tt1044633
277,Ohara no Higeki! Buster Call no Kyoufu,24,9,2006,9.4,https://www.imdb.com//title/tt1044634
278,Ikitai to Ie! Oretachi wa Nakama Da!!,24,9,2006,9.5,https://www.imdb.com//title/tt1044632
279,Taki ni Mukatte Tobe!! Luffy no Omoi!!,1,10,2006,6.3,https://www.imdb.com//title/tt1044630
280,"Otoko no Ikizama! Zoro no Waza, Usopp no Yume",8,10,2006,5.9,https://www.imdb.com//title/tt1046715
281,Namida ga Tsumuida Nakama no Kizuna! Nami no Sekai Chizu,15,10,2006,6.1,https://www.imdb.com//title/tt1046718
282,Wakare ga Otoko o Migaku! Sanji to Chopper,22,10,2006,5.9,https://www.imdb.com//title/tt1046717
283,Subete wa Nakama no Tame ni! Yami no Naka no Robin!,29,10,2006,5.9,https://www.imdb.com//title/tt1046716
284,Sekkeizu wa Watasanai! Franky no Ketsudan,5,11,2006,8.0,https://www.imdb.com//title/tt1046719
285,Itsutsu no Kagi o Ubae! Mugiwara Ichimi Tai CP9,12,11,2006,7.8,https://www.imdb.com//title/tt1047276
286,Akuma no Mi no Chikara! Kaku to Jabra Daihenshin,19,11,2006,7.9,https://www.imdb.com//title/tt1047275
287,Shinde mo Keran! Sanji Otoko no Kishidou!,26,11,2006,7.9,https://www.imdb.com//title/tt1047273
288,Fukurou no Gosan! Ore no Cola wa Inochi no Mizu!,3,12,2006,8.1,https://www.imdb.com//title/tt1047274
289,Zoro Shinwaza Sakuretsu! Katana no Na wa Sogeking?,10,12,2006,8.0,https://www.imdb.com//title/tt1047279
290,Seigyo Funou! Chopper Kindan no Rumble,17,12,2006,8.5,https://www.imdb.com//title/tt1047278
291,Luffy Oyabun Futatabi! Yume ka Utsutsu ka Tomikuji Soudou,24,12,2006,5.9,https://www.imdb.com//title/tt1047272
292,Oshiro de Mochimaki Dai Race! Akai Hana no Inbou,7,1,2007,5.6,https://www.imdb.com//title/tt1047277
293,Awa Tsukai Kalifa! Nami ni Semaru Sekken no Wana,14,1,2007,7.9,https://www.imdb.com//title/tt1050069
294,Hibikiwataru Kyouhou! Hatsudou Buster Call,21,1,2007,8.0,https://www.imdb.com//title/tt1051038
295,Gonin no Nami? Hangeki wa Shinkirou to Tomo ni!,28,1,2007,7.7,https://www.imdb.com//title/tt1051034
296,Nami no Ketsudan! Bousou Chopper o Ute!,4,2,2007,8.0,https://www.imdb.com//title/tt1051037
297,Kariudo Sanji Toujou? Usotsuki Ookami ni Okuru Banka,11,2,2007,8.1,https://www.imdb.com//title/tt1051036
298,Shakunetsu no Keri! Sanji Ashiwaza no Full Course,25,2,2007,8.6,https://www.imdb.com//title/tt1051039
299,Hakujin no Moushuu! Zoro Tai Kaku Kyouryoku Zangeki Taiketsu,4,3,2007,8.2,https://www.imdb.com//title/tt1051035
300,Kishin Zoro! Kihaku ga Miseta Asura no Keshin,11,3,2007,9.2,https://www.imdb.com//title/tt1051040
301,Spandam Kyougaku! Shihou no Tou ni Tatsu Eiyuu,18,3,2007,9.2,https://www.imdb.com//title/tt1054350
302,Robin Kaihou! Luffy Tai Lucci Choujou Kessen,25,3,2007,8.1,https://www.imdb.com//title/tt1054349
303,Hannin wa Luffy Oyabun? Kieta Oozakura o Oe,1,4,2007,5.9,https://www.imdb.com//title/tt1054351
304,Katenakya Daremo Mamorenai! Gear Third Shidou,8,4,2007,9.0,https://www.imdb.com//title/tt1054348
305,Senritsu no Kako! Yami no Seigi to Rob Lucci,15,4,2007,8.9,https://www.imdb.com//title/tt1054353
306,Maboroshi no Ningyo Arawaru? Usureyuku Ishiki no Naka de,22,4,2007,8.0,https://www.imdb.com//title/tt1054347
307,Houka ni Shizumu Shima! Franky Munen no Sakebi,29,4,2007,8.2,https://www.imdb.com//title/tt1054354
308,Luffy o Mate! Tamerai no Hashi no Shitou!,6,5,2007,9.0,https://www.imdb.com//title/tt1054355
309,Kobushi ni Kometa Omoi! Luffy Konshin no Gatling,13,5,2007,9.5,https://www.imdb.com//title/tt1054352
310,"Tomo, Umi yori Kitaru! Mugiwara Ichimi Saikyou no Kizuna",20,5,2007,9.1,https://www.imdb.com//title/tt1054346
311,Zen'in Dai Dasshutsu! Shousha no Michi wa Kaizoku no Tame ni,27,5,2007,9.0,https://www.imdb.com//title/tt1055052
312,Arigatou Merry! Yuki ni Kemuru Wakare no Umi,3,6,2007,9.5,https://www.imdb.com//title/tt1055053
313,Yaburareta Ansoku! Ai no Kobushi o Motsu Kaigun Chuujou,10,6,2007,8.7,https://www.imdb.com//title/tt1055051
314,Saikyou no Kakei? Akasareta Luffy no Chichi!,17,6,2007,9.1,https://www.imdb.com//title/tt1055054
315,Sono Na wa Shinsekai! Grand Line no Yukue,24,6,2007,8.3,https://www.imdb.com//title/tt1059029
316,Shanks Ugoku! Bousou Suru Jidai e no Kusabi,1,7,2007,9.1,https://www.imdb.com//title/tt1065032
317,Yagara o Sagasu Shoujo! Mizu no Miyako Daisousasen,8,7,2007,6.3,https://www.imdb.com//title/tt1067877
318,Haha wa Tsuyoshi! Zoro no Dotabata Kaji Tetsudai,15,7,2007,6.1,https://www.imdb.com//title/tt1067878
319,Sanji Shougeki! Nazo no Jii-san to Gekiuma Ryouri,22,7,2007,6.7,https://www.imdb.com//title/tt1074020
320,Tsui ni Zen'in Shoukin Kubi! 6-okugoe no Ichimi!,19,8,2007,8.0,https://www.imdb.com//title/tt1099589
321,Umi o Nozomu Hyakujuu no Ou! Yume no Fune Doudou Kansei!,26,8,2007,7.9,https://www.imdb.com//title/tt1099590
322,Saraba Itoshiki Kobun-tachi! Franky Tatsu,2,9,2007,8.0,https://www.imdb.com//title/tt1099591
323,Shukkou Mizu no Miyako! Otoko Usopp Kettou no Kejime,9,9,2007,8.4,https://www.imdb.com//title/tt1101407
324,Meguru Tehaisho! Kokyou wa Odoru Fune wa Susumu!,16,9,2007,8.1,https://www.imdb.com//title/tt1101406
325,Saikyou no Nouryoku! Ace o Osou Kurohige no Yami,23,9,2007,9.2,https://www.imdb.com//title/tt1101408
326,Nazo no Kaizoku Goikkou! Sunny-gou to Kiken na Wana,14,10,2007,6.7,https://www.imdb.com//title/tt1120515
327,Sunny-gou Pinch! Unare Chousoku no Himitsu Mecha,21,10,2007,6.3,https://www.imdb.com//title/tt1130438
328,Shinsekai ni Shizumu Yume! Shitsui no Kaizoku Puzzle,28,10,2007,6.4,https://www.imdb.com//title/tt1130440
329,Osoikuru Shikaku-tachi! Hyoujou Dai Battle Kaishi,4,11,2007,6.5,https://www.imdb.com//title/tt1130439
330,Dai Kusen Mugiwara Ichimi! Hata ni Kakeru Kaizoku Tamashii,11,11,2007,6.4,https://www.imdb.com//title/tt1141348
331,Atsukurushisa Zenkai! Semaru Futago no Jiryoku Power,18,11,2007,6.5,https://www.imdb.com//title/tt1141346
332,Dai Konran no Yakata! Ikaru Don to Toraware no Ichimi,25,11,2007,6.5,https://www.imdb.com//title/tt1141347
333,Fushichou Futatabi! Tomo ni Chikau Kaizokuki no Yume,2,12,2007,6.3,https://www.imdb.com//title/tt1141349
334,Atsu Atsu Choukessen! Luffy VS Shakunetsu no Don,9,12,2007,6.6,https://www.imdb.com//title/tt1141350
335,Shin Sekai de Matsu! Isamashiki Kaizoku to no Wakare,16,12,2007,6.6,https://www.imdb.com//title/tt1156416
336,Shutsudou Chopperman! Mamore Nagisa no TV-kyoku,23,12,2007,5.2,https://www.imdb.com//title/tt1156414
337,Ma no Umi Totsunyuu! Kiri ni Ukabu Nazo no Gaikotsu,6,1,2008,8.2,https://www.imdb.com//title/tt1156415
Episod,Title,Day,Month,Year,Rate,link
338,Hito ni Aeta Yorokobi! Gaikotsu Shinshi no Shoutai,13,1,2008,8.0,https://www.imdb.com//title/tt1171909
339,Kai Genshou Zokuzoku! Thriller Bark Jouriku,20,1,2008,7.6,https://www.imdb.com//title/tt1171047
340,Tensai to Yobareta Otoko! Hogback Arawaru!,27,1,2008,7.5,https://www.imdb.com//title/tt1171046
341,Nami Dai Pinch! Zombie Yashiki to Toumei Ningen,3,2,2008,7.7,https://www.imdb.com//title/tt1171045
342,Zombie no Nazo! Akumu no Hogback Kenkyuujo,10,2,2008,7.6,https://www.imdb.com//title/tt1184226
343,Sono Na wa Moriah! Kage o Nigiru Dai Kaizoku no Wana,17,2,2008,7.6,https://www.imdb.com//title/tt1185554
344,Zombie Song no Kyouen! Youchi no Kane wa Yami no Oto,24,2,2008,7.5,https://www.imdb.com//title/tt1185552
345,Doubutsu Ippai? Perona no Wonder Garden,2,3,2008,7.0,https://www.imdb.com//title/tt1185553
346,Kieru Mugiwara Ichimi! Arawareta Nazo no Kenshi!,9,3,2008,7.5,https://www.imdb.com//title/tt1185551
347,Nokoru Kishidou! Nami o Mamoru Uragiri Zombie,16,3,2008,7.4,https://www.imdb.com//title/tt1202683
348,Sora kara Sanjou! Kenkyou Hanauta wa Ano Otoko!,23,3,2008,7.7,https://www.imdb.com//title/tt1205041
349,Luffy Kinkyuujitai! Saikyou no Kage no Ikisaki,30,3,2008,7.8,https://www.imdb.com//title/tt1205042
350,Majin to Yobareta Senshi!! Oz Fukkatsu no Toki,20,4,2008,7.7,https://www.imdb.com//title/tt1204610
351,500-nenburi no Mezame!! Oars Kaigan!!,27,4,2008,7.5,https://www.imdb.com//title/tt1217503
352,Shinnen no Inochigoi!! Afro o Mamoru Brook,4,5,2008,7.6,https://www.imdb.com//title/tt1217504
353,Otoko no Chikai wa Shinazu!! Tooi Sora de Matsu Tomo e,11,5,2008,8.2,https://www.imdb.com//title/tt1230398
354,Kanarazu Ai ni Iku!! Brook to Yakusoku no Misaki,18,5,2008,7.2,https://www.imdb.com//title/tt1230399
355,Meshi to Nami to Kage!! Luffy Ikari no Daihangeki,25,5,2008,7.7,https://www.imdb.com//title/tt1237221
356,Usopp Saikyou? Negative wa Makasetoke,1,6,2008,7.6,https://www.imdb.com//title/tt1239122
357,General Zombie Shunsatsu!! Oars wa Bouken Kibun!!,8,6,2008,7.8,https://www.imdb.com//title/tt1239123
358,Honoo no Knight Sanji!! Keritsubuse Itsuwari no Kyoshiki,15,6,2008,7.6,https://www.imdb.com//title/tt1245592
359,Suke Suke no Innen? Ubawareta Sanji no Yume,22,6,2008,7.5,https://www.imdb.com//title/tt1245590
360,Tasukete Hero!? Teki wa Fujimi no Princess,29,6,2008,7.7,https://www.imdb.com//title/tt1245593
361,Perona Kyoufu!? Uso no U wa Usopp no U,6,7,2008,7.8,https://www.imdb.com//title/tt1245591
362,Yane ni Mau Zangeki!! Kecchaku Zoro Tai Ryuuma,13,7,2008,8.1,https://www.imdb.com//title/tt1262778
363,Chopper Gekido!! Hogback Ma no Ijutsu,20,7,2008,7.6,https://www.imdb.com//title/tt1262776
364,Oz Hoeru!! Detekoi Mugiwara no Ichimi,3,8,2008,7.2,https://www.imdb.com//title/tt1262777
365,Teki wa Luffy!! Saikyou Zombie Tai Mugiwara no Ichimi,10,8,2008,7.5,https://www.imdb.com//title/tt1278287
366,Taorero Absalom!! Nami Yuujou no Raigeki!!,17,8,2008,7.5,https://www.imdb.com//title/tt1278286
367,Ubae Down!! Hissatsu Mugiwara Docking?,23,8,2008,8.0,https://www.imdb.com//title/tt1284570
368,Ashioto Naki Shuurai!! Nazo no Boumonsha: Boukun Kuma,30,8,2008,7.9,https://www.imdb.com//title/tt1284569
369,Oars Plus Moriah: Chikara to Zunou no Saikyou Gattai,7,9,2008,8.0,https://www.imdb.com//title/tt1289319
370,Gyakuten e no Hisaku: Nightmare Luffy Kenzan,14,9,2008,7.9,https://www.imdb.com//title/tt1292005
371,"Kaimetsu, Mugiwara Ichimi: Kagekage no Chikara Zenkai",21,9,2008,8.1,https://www.imdb.com//title/tt1294961
372,Chouzetsu Battle Start! Luffy vs Luffy,28,9,2008,9.0,https://www.imdb.com//title/tt1294963
373,"Kecchaku Semaru! Tatakikome, Todome no Ichigeki",5,10,2008,8.9,https://www.imdb.com//title/tt1294962
374,Karada ga Kieru! Akumu no Shima ni Sasu Asahi!,12,10,2008,8.4,https://www.imdb.com//title/tt1303605
375,Owaranai Kiki! Mugiwara Ichimi Massatsu Shirei,19,10,2008,8.2,https://www.imdb.com//title/tt1307845
376,Subete o Hajiku: Kuma no Nikyunikyu no Chikara,9,11,2008,9.1,https://www.imdb.com//title/tt1311620
377,Nakama no Itami wa Waga Itami: Zoro Kesshi no Tatakai,16,11,2008,9.7,https://www.imdb.com//title/tt1322867
378,Tooi Hi no Yakusoku: Kaizoku no Uta to Chiisana Kujira,23,11,2008,8.2,https://www.imdb.com//title/tt1326708
379,Brook no Kako: Youki na Nakama Kanashiki Wakare,30,11,2008,8.1,https://www.imdb.com//title/tt1326707
380,Binks no Sake: Kako to Genzai o Tsunagu Uta,7,12,2008,9.2,https://www.imdb.com//title/tt1334504
381,Arata na Nakama! Ongakuka Hanauta no Brook,14,12,2008,8.2,https://www.imdb.com//title/tt1336960
382,Noronoro no Kyoui: Gingitsune no Foxy Futatabi,21,12,2008,6.3,https://www.imdb.com//title/tt1336961
383,Otakara Daisoudatsusen! Houkai! Spa Island Gou,28,12,2008,6.3,https://www.imdb.com//title/tt1336962
384,Burukku daifuntou shin no nakama e no michisagashi?,11,1,2009,7.2,https://www.imdb.com//title/tt1346941
385,Idainaru kouro hanshuu toutatsu! Akai tuchi no tairiku,18,1,2009,7.5,https://www.imdb.com//title/tt1356387
386,Mugiwara ichimi nikushi Tetsukamen no Dubaru toujou,25,1,2009,7.5,https://www.imdb.com//title/tt1361271
387,Innen no saikai! Toraware no gyonin o sukudase,1,2,2009,7.3,https://www.imdb.com//title/tt1365416
388,Higeki! Kamen ni kakusareta Dubaru no shinjitsu,8,2,2009,7.6,https://www.imdb.com//title/tt1365417
389,Sakuretsu! Sanîgou no chouhimitsu heiki gaonhou,15,2,2009,7.7,https://www.imdb.com//title/tt1379629
390,Gyojin-tou o Mezashite Jouriku: Sabaody Shotou,22,2,2009,7.6,https://www.imdb.com//title/tt1384341
391,Bougyaku! Sabaody no Shihaisha Tenryuubito,1,3,2009,8.0,https://www.imdb.com//title/tt1385405
392,Arata na Rival Shuuketsu! 11-nin no Choushinsei,8,3,2009,8.3,https://www.imdb.com//title/tt1392081
393,Hyouteki wa Camie!! Semaru Hitosaraiya no Mashu,15,3,2009,8.1,https://www.imdb.com//title/tt1397486
394,Camie o Sukue: Shotou ni Nokoru Ankoku no Rekishi,22,3,2009,8.1,https://www.imdb.com//title/tt1397485
395,Time Limit: Human Auction Kaimaku,29,3,2009,8.2,https://www.imdb.com//title/tt1397487
396,Tekken Sakuretsu! Auction o Buttsubuse,12,4,2009,9.6,https://www.imdb.com//title/tt1411541
397,Dai Panic! Auction Kaijou no Shitou,19,4,2009,9.3,https://www.imdb.com//title/tt1418092
398,Taishou Kizaru Ugoku! Souzen Sabaody Shotou,26,4,2009,9.0,https://www.imdb.com//title/tt1418090
399,Houimou o Toppa Seyo! Kaigun Tai Sannin no Senchou,3,5,2009,9.0,https://www.imdb.com//title/tt1418091
400,Roger to Rayleigh: Kaizoku Ou to Sono Migiude,10,5,2009,9.3,https://www.imdb.com//title/tt1418352
401,Kaihi Fukanou!? Taishou Kizaru no Kousoku no Keri,17,5,2009,9.0,https://www.imdb.com//title/tt1438166
402,Attouteki! Kaigun no Sentou Heiki Pacifista,24,5,2009,9.1,https://www.imdb.com//title/tt1438167
403,Saranaru Kyouteki Arawaru! Masakari Katsuida Sentoumaru,31,5,2009,9.1,https://www.imdb.com//title/tt1438165
404,Taishou Kizuru no Moukou Mugiwara Ichimi Zettaizetsumei!,7,6,2009,9.5,https://www.imdb.com//title/tt1438164
405,Kesareta Nakama-tachi: Mugiwara Ichimi Saigo no Hi,14,6,2009,9.7,https://www.imdb.com//title/tt1453919
406,Jidaigeki Tokubetsu Hen: Luffy Oyabun Futatabi Kenzan,21,6,2009,5.6,https://www.imdb.com//title/tt1453921
407,Jidaigeki Tokubetsu Hen: Yabure! Thriller Shoukai no Wana,28,6,2009,5.6,https://www.imdb.com//title/tt1453922
408,Jouriku! Danshi Kinsei no Shima Amazon Lily,5,7,2009,7.6,https://www.imdb.com//title/tt1453920
409,Isoge! Nakama-tachi no Moto e: Nyougashima no Bouken,12,7,2009,7.7,https://www.imdb.com//title/tt1469232
410,Minna Meromero! Kaizoku Jotei Hancock,19,7,2009,7.7,https://www.imdb.com//title/tt1472974
411,Senaka ni Kakusareta Himitsu: Souguu Luffy to Hebihime,2,8,2009,7.8,https://www.imdb.com//title/tt1480284
412,Hijou no Sabaki! Ishi ni Sareta Margaret!!,9,8,2009,8.3,https://www.imdb.com//title/tt1486158
413,Luffy Daikusen! Hebi Shimai no Haki no Chikara!!,16,8,2009,8.9,https://www.imdb.com//title/tt1490497
414,Nouryoku Zenkai Battle!! Gomugomu Tai Hebihebi,23,8,2009,8.6,https://www.imdb.com//title/tt1501000
415,Hancock no Kokuhaku: Shimai no Imawashiki Kako,30,8,2009,8.9,https://www.imdb.com//title/tt1501285
416,Ace o Sukue! Arata na Mokutekichi wa Daikangoku,6,9,2009,8.5,https://www.imdb.com//title/tt1505324
417,Koi wa Hurricane! Meromero Hancock,13,9,2009,8.5,https://www.imdb.com//title/tt1510258
418,Nakama-tachi no Yukue: Tenkou no Kagaku to Karakurijima,20,9,2009,7.4,https://www.imdb.com//title/tt1510261
419,Nakama-tachi no Yukue: Kyochou no Shima to Momoiro no Rakuen!,27,9,2009,7.0,https://www.imdb.com//title/tt1510260
420,Nakama-tachi no Yukue: Shima o Tsunagu Hashi to Shokujin Shokubutsu,4,10,2009,7.4,https://www.imdb.com//title/tt1510259
421,Nakama-tachi no Yukue: Negative Princess to Akuma Ou,11,10,2009,7.5,https://www.imdb.com//title/tt1526575
422,Kesshi no Sennyuu! Kaitei Kangoku Impel Down Sennyuu!,18,10,2009,7.8,https://www.imdb.com//title/tt1526568
423,Jigoku de Saikai!? Bara Bara no Mi no Jitsuryokusha!,25,10,2009,7.9,https://www.imdb.com//title/tt1526570
424,Yabure! Guren Jigoku: Buggy no Dohade Daisakusen,1,11,2009,7.8,https://www.imdb.com//title/tt1526569
425,Kangoku Saikyou no Otoko! Doku Ningen Magellan Toujou,8,11,2009,7.8,https://www.imdb.com//title/tt1526576
426,Eiga Rendou Special: Ugokidasu Kinjishi no Yabou,15,11,2009,6.5,https://www.imdb.com//title/tt1526574
427,Eiga Rendou Special: Nerawareta Little East Blue,22,11,2009,6.3,https://www.imdb.com//title/tt1526573
428,Eiga Rendou Special: Amigo Kaizokudan no Moukou,29,11,2009,6.2,https://www.imdb.com//title/tt1526572
429,Eiga Rendou Special: Kessen! Luffy Tai Largo,6,12,2009,6.2,https://www.imdb.com//title/tt1526571
430,Toraware no Ouka Shichibukai! Kaikyou no Jinbee,13,12,2009,7.8,https://www.imdb.com//title/tt1567592
431,Roubanchou Saldeath no Wana: Level 3 Kiga Jigoku,20,12,2009,7.6,https://www.imdb.com//title/tt1571558
432,Tokihanatareta Swan! Saikai! Bon Clay,27,12,2009,7.9,https://www.imdb.com//title/tt1571559
433,Shochou Magellan Ugoku: Kansei! Mugiwara Houimou,10,1,2010,8.0,https://www.imdb.com//title/tt1581261
434,Zensenryoku Shuuketsu! Level 4 Shounetsu Jigoku no Kessen,17,1,2010,7.6,https://www.imdb.com//title/tt1585965
435,Magellan Tsuyoshi! Bon Clay Tekizen Toubou,24,1,2010,8.1,https://www.imdb.com//title/tt1585968
436,Shiyuu Kessu! Sutemi no Luffy Saigo no Ichigeki,31,1,2010,8.3,https://www.imdb.com//title/tt1585967
437,Dachi Dakara: Bon Clay Kesshi no Kyuushutsukou,7,2,2010,8.0,https://www.imdb.com//title/tt1585966
438,Jigoku ni Rakuen! Impel Down Level 5.5,14,2,2010,7.5,https://www.imdb.com//title/tt1603776
439,Luffy Chiryou Kaishi: Ivan-san Kiseki no Chikara!!,21,2,2010,7.3,https://www.imdb.com//title/tt1605591
440,Kiseki o Shinjite! Bon Clay Tamashii no Seien,28,2,2010,7.7,https://www.imdb.com//title/tt1610269
441,Luffy Fukkatsu! Iwa-san Datsugoku Keikaku Shidou!!,7,3,2010,7.9,https://www.imdb.com//title/tt1610270
442,Ace Gosou Kaishi: Saikasou Level 6 no Koubou!,14,3,2010,8.1,https://www.imdb.com//title/tt1618354
443,Saikyou Team Kessei: Shinkan! Inpel Down,21,3,2010,8.1,https://www.imdb.com//title/tt1622958
444,Saranaru Konran! Kurohige Teach Shuurai!,28,3,2010,8.2,https://www.imdb.com//title/tt1622957
445,Kiken na Deai! Kurohige to Ame no Shiryuu,4,4,2010,7.7,https://www.imdb.com//title/tt1622956
446,Iji demo Taorenu! Honki no Hannyabaru,11,4,2010,8.3,https://www.imdb.com//title/tt1634782
447,Ikari no Jet Pistol: Luffy vs Kurohige,18,4,2010,9.0,https://www.imdb.com//title/tt1641378
448,Magellan o Tomero! Iva-san Ougi Sakuretsu,25,4,2010,7.9,https://www.imdb.com//title/tt1641379
449,Magellan no Kisaku! Habamareta Datsugoku Keikaku,2,5,2010,8.1,https://www.imdb.com//title/tt1641781
450,"Datsugoku Team Zettaizetsumei: Kinjite ""Venom Demon""",9,5,2010,8.9,https://www.imdb.com//title/tt1656590
451,Okose Saigo no Kiseki: Seigi no Mon o Toppa Seyo,16,5,2010,9.3,https://www.imdb.com//title/tt1656588
452,Mezase Kaigun Honbu: Ace Kyuushutsu e no Funade!,23,5,2010,7.9,https://www.imdb.com//title/tt1656589
453,Nakama-tachi no Yukue: Weatheria Report to Cyborg Animal,30,5,2010,7.0,https://www.imdb.com//title/tt1663968
454,Nakama-tachi no Yukue: Kyochou no Hina to Momoiro no Taiketsu,6,6,2010,6.3,https://www.imdb.com//title/tt1667997
455,Nakama-tachi no Yukue: Kakumeigun to Boushoku no Mori no Wana!,13,6,2010,7.1,https://www.imdb.com//title/tt1673345
456,Nakama-tachi no Yukue: Kyodai na Bohyou to Pantsu no On,20,6,2010,7.1,https://www.imdb.com//title/tt1673346
457,Marineford Chokuzen Kaisou Special: Kyoudai no Chikai!,27,6,2010,6.7,https://www.imdb.com//title/tt1680665
458,Marineford Chokuzen Kaisou Special: Shuuketsu! San Taishou,11,7,2010,6.7,https://www.imdb.com//title/tt1688394
459,Kessen no Toki Semaru! Kaigun Saikyou no Fujin Kansei!,18,7,2010,9.1,https://www.imdb.com//title/tt1688397
